Date of Race,Time,Track,Horse,Distance,Place,Industry SP,Betfair SP,Predicted_Win_Probability,Race_ID,Predicted_Rank,Top_3_Flag,Odds_To_Use,Expected_Value,Field_Size,Kelly_Fraction,Reject_Reason,Winrate_Threshold,Bet_Placed,Stake,Actual_Result,Bet_Return,Bankroll_After_Race
2023-08-04,18:55:00,NEWMARKET,Moogie,1m4f,7.0,12.0,12.06,0.10487412800952899,2023-08-04_18:55:00,4.0,False,12.0,0.2584895361143479,7,0.02349904873766799,kelly_low|odds_high|,0,False,100.0,0,0.0,11511.621101771882
2023-08-05,14:05:00,NEWMARKET,Snafiya,6f,6.0,4.33,4.25,0.14973107790025816,2023-08-05_14:05:00,4.0,False,4.33,-0.35166443269188213,6,-0.10560493474230695,kelly_low|ev_low|,0,False,100.0,0,0.0,11411.621101771882
2023-08-05,15:15:00,NEWMARKET,Capital Theory,1m4f,3.0,5.5,5.8,0.163225396125189,2023-08-05_15:15:00,4.0,False,5.5,-0.10226032131146046,5,-0.022724515846991214,kelly_low|ev_low|,0,False,100.0,0,0.0,11311.621101771882
2023-08-05,15:50:00,NEWMARKET,Seaward,7f,4.0,3.0,3.5,0.20199346967360815,2023-08-05_15:50:00,3.0,True,3.0,-0.3940195909791756,6,-0.1970097954895878,kelly_low|ev_low|,0,False,100.0,0,0.0,11198.990377233638
2023-08-05,17:00:00,NEWMARKET,Soul Seeker,5f,2.0,3.0,3.44,0.10817634054097944,2023-08-05_17:00:00,4.0,False,3.0,-0.6754709783770616,5,-0.3377354891885308,kelly_low|ev_low|,0,False,100.0,0,0.0,12126.834503079184
2023-08-11,17:25:00,NEWMARKET,Us Navy Jack,7f,6.0,9.0,11.0,0.1393355235259917,2023-08-11_17:25:00,4.0,False,9.0,0.25401971173392535,6,0.03175246396674067,kelly_low|,0,False,100.0,0,0.0,11998.90515349976
2023-08-12,15:05:00,NEWMARKET,Edge Of Darkness,1m4f,1.0,3.0,3.0,0.19684807362469287,2023-08-12_15:05:00,3.0,True,3.0,-0.40945577912592135,7,-0.20472788956296067,kelly_low|ev_low|,0,False,100.0,1,0.0,11898.90515349976
2023-08-18,18:20:00,NEWMARKET,Kingdom Of Time,1m,4.0,4.5,5.65,0.20770101073751063,2023-08-18_18:20:00,3.0,True,4.5,-0.0653454516812022,7,-0.01867012905177206,kelly_low|ev_low|,0,False,100.0,0,0.0,11898.90515349976
2023-08-18,18:20:00,NEWMARKET,Bellum Justum,1m,2.0,23.0,25.86,0.11966798396548398,2023-08-18_18:20:00,4.0,False,23.0,1.7523636312061313,7,0.07965289232755142,odds_high|,0,False,100.0,0,0.0,11898.90515349976
2023-08-19,14:35:00,NEWMARKET,Robbo,6f,2.0,15.0,20.7,0.1282228551205955,2023-08-19_14:35:00,3.0,True,15.0,0.9233428268089325,6,0.0659530590577809,odds_high|,0,False,100.0,0,0.0,11898.90515349976
2023-08-19,14:35:00,NEWMARKET,Rogue Enforcer,6f,3.0,19.0,43.76,0.09432053819302373,2023-08-19_14:35:00,4.0,False,19.0,0.792090225667451,6,0.04400501253708061,odds_high|,0,False,100.0,0,0.0,11898.90515349976
2023-08-19,15:10:00,NEWMARKET,Crocus Time,7f,4.0,7.0,7.91,0.12188209827132114,2023-08-19_15:10:00,4.0,False,7.0,-0.146825312100752,7,-0.024470885350125333,kelly_low|ev_low|,0,False,100.0,0,0.0,11898.90515349976
2023-08-19,15:10:00,NEWMARKET,Buttercross Flyer,7f,6.0,11.0,12.83,0.15801146215838552,2023-08-19_15:10:00,3.0,True,11.0,0.7381260837422405,7,0.07381260837422406,odds_high|,0,False,100.0,0,0.0,11898.90515349976
2023-08-19,16:20:00,NEWMARKET,Barrolo,1m2f,1.0,5.5,7.16,0.1527981229202151,2023-08-19_16:20:00,4.0,False,5.5,-0.1596103239388169,6,-0.035468960875292645,kelly_low|ev_low|,0,False,100.0,1,0.0,11798.90515349976
2023-08-25,14:05:00,NEWMARKET,Meribella,7f,1.0,4.33,4.83,0.20774240121899626,2023-08-25_14:05:00,3.0,True,4.33,-0.10047540272174627,7,-0.030172793610134013,kelly_low|ev_low|,0,False,100.0,1,0.0,11798.90515349976
2023-08-25,14:05:00,NEWMARKET,Sharona,7f,7.0,13.0,17.18,0.1543255554512371,2023-08-25_14:05:00,4.0,False,13.0,1.0062322208660823,7,0.08385268507217353,odds_high|,0,False,100.0,0,0.0,11798.90515349976
2023-08-25,15:15:00,NEWMARKET,Stratocracy,7f,4.0,13.0,18.0,0.152389598975937,2023-08-25_15:15:00,4.0,False,13.0,0.9810647866871811,6,0.08175539889059842,odds_high|,0,False,100.0,0,0.0,11698.90515349976
2023-08-25,15:50:00,NEWMARKET,Yellow Lion,1m,4.0,8.5,10.0,0.09027454030016338,2023-08-25_15:50:00,4.0,False,8.5,-0.23266640744861133,6,-0.031022187659814845,kelly_low|ev_low|,0,False,100.0,0,0.0,11598.90515349976
2023-08-25,16:25:00,NEWMARKET,Perfect Play,1m2f,3.0,10.0,12.5,0.12540794027452035,2023-08-25_16:25:00,4.0,False,10.0,0.25407940274520335,5,0.02823104474946704,kelly_low|,0,False,100.0,0,0.0,11498.90515349976
2023-08-26,14:45:00,NEWMARKET,Apparate,1m6f,4.0,6.0,8.2,0.1332853903539173,2023-08-26_14:45:00,4.0,False,6.0,-0.20028765787649627,7,-0.04005753157529925,kelly_low|ev_low|,0,False,100.0,0,0.0,11498.90515349976
2023-08-26,14:45:00,NEWMARKET,Sea Stone,1m6f,1.0,7.0,9.0,0.15175548364242344,2023-08-26_14:45:00,3.0,True,7.0,0.06228838549696414,7,0.010381397582827356,kelly_low|ev_low|,0,False,100.0,1,0.0,11498.90515349976
